_id,FISCAL_YEAR,CAR_CHC_ID,REFERENCE_NUMBER,SELECTION_PROCESS_NUMBER,CREATION_DATE,OPEN_DATE,CLOSE_DATE,DAYS_TO_OPEN,NUMBER_DAYS_OPEN,INTERNAL_INDICATOR,EXTERNAL_INDICATOR,POSITION_TITLE_E,POSITION_TITLE_F,CLASSIFICATIONS,CLASSIFICATION_COUNT,PSC_ADMIN,NATIONAL,EE_ORGANIZ_GENDER,EE_ORGANIZ_VISMIN,SCRNG_TOOL_OFFICIAL_LANGUAGE,SCRNG_TOOL_SCREENING_QUESTIONS,SCRNG_TOOL_TEXT_QUESTIONS,SCRNG_TOOL_EXP_QUESTIONNAIRE,SCRNG_TOOL_UIT,SCRNG_TOOL_EDUCATION,INDETERMINATE,SPECIFIED_TERM,ACTING,ASSIGNMENT,DEPLOYMENT,SECONDMENT,VARIOUS_WORK_LOCATION,PROV_CNT,CAF_SUBMITTED,CAF_IN,CAF_OUT,NOC,NAPA,NAA,administrator_region_e,administrator_region_f,advertisement_type_e,advertisement_type_f,city_count,city_name_e,city_name_f,organization_e,organization_f,organization_code,advertisement_url_e,advertisement_url_f,recruitment_program_e,recruitment_program_f,province_name_e,province_name_f,psea_e,psea_f,source_system_e,source_system_f,status_e,status_f,ee_criterion_gender,ee_criterion_indigenous,ee_criterion_vismin,ee_criterion_pwd,ee_organiz_pwd,ee_organiz_indigenous,TOTAL_SUBMITTED_SUP,TOTAL_IN_SUP,TOTAL_OUT_SUP,SCRNG_TOOL_OCC_CERT,women_submitted_SUP,vismin_submitted_SUP,indigenous_submitted_SUP,pwd_submitted_SUP,french_submitted_SUP,english_submitted_SUP,citizen_submitted_SUP,permanent_resident_submitted_SUP,ee_submitted_SUP
330,2023-2024,1885278,SVC22J-024389-000157,2022-SVC-WST-EA-561555,16NOV2022,18NOV2022,31DEC2023,1,408,0,1,Client Accommodation Services Officer or Northern Housing Officer,Agent(e) du services de gestion des locaux des clients/agent(e) du logement dans le Nord,"AS02,AS03",2,0,1,1,1,1,1, , , , ,1,1, , , , ,1,3,0,0,0, , , ,Alberta and Northwest Territories,Alberta et Territoires du Nord-Ouest,Inventory Advertisement,Affiche de repertoire,3,MULTIPLE,MULTIPLE,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,SVC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1885278&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1885278&toggleLanguage=fr,JOP,POP,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,1,1,46,18,28, ,18,27,*,*,*,*,23,*,36
331,2023-2024,1885651,MOT22J-025987-000209,22-MOT-EA-HRS-12001,16NOV2022,11JAN2023,10JAN2025,55,730,0,1,"Airport Maintenance & Operations Supervisor and Supervisor, Surface & Mobile",Superviseur d'entretien et exploitation des aeroports and Surveillant de surface et de mobile,GLMDO08,1,0,1,1,1,1,1, , , , ,1,1, , , , ,1,1,0,0,0, , , ,British Columbia and Yukon,Colombie-Britannique et Yukon,Inventory Advertisement,Affiche de repertoire,3,MULTIPLE,MULTIPLE,Transport Canada,Transports Canada,MOT,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1885651&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1885651&toggleLanguage=fr,JOP,POP,British Columbia,Colombie-Britannique,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,1,1,13,*,9, ,*,*,*,*,*,*,6,*,
332,2023-2024,1885667,DOE22J-018394-000220,22-DOE-ONT-EA-559762,16NOV2022,05JAN2023,03JAN2025,49,729,0,1,"IT Analyst, Business Line Advisory","Analyste, Services de soutien du secteur de la TI",IT02,1,0,1,1,1,1,1, , , , ,1,1, , , , ,1,0,0,0,0, , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,0,NA,S. O.,Environment and Climate Change Canada,Environnement et Changement climatique Canada,DOE,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1885667&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1885667&toggleLanguage=fr,JOP,POP,NA,S. O.,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,1,1,126,81,45, ,33,49,*,*,33,93,73,*,70
333,2023-2024,1887169,IAN22J-011197-000064,22-IAN-NCR-IA-562006,20NOV2022,21NOV2022,31MAR2023,0,130,1,0,Are you qualified in a pool or looking for a deployment? Come work with us at CIRNAC!,Êtes-vous qualifié dans un bassin ou à la recherche d'une mutation? Joingnez-vous à nous à RCAANC!,"EC02,EC03,EC04,EC05,EC06,EC07",6,0, ,0,0,1,1, , , , , , ,1,1,1, ,1,2,0,0, , , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,2,MULTIPLE,MULTIPLE,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,IAN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1887169&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1887169&toggleLanguage=fr,INT,INT,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,*,*,*, ,*,*,*,*,*,*,*,*,*
334,2023-2024,1887796,CSD22J-020272-000785,2022-CSD-EA-WT-0200648,21NOV2022,22NOV2022,29DEC2023,0,402,0,1,Inventory Recruitment Victoria Various Officer Positions,Recrutement pour établir un répertoire de candidats Victoria Divers postes dagent,PM01,1,0,0,0,0,1,1, , , , ,1,1, , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,1,Victoria,Victoria,Employment and Social Development Canada,Emploi et Developpement social Canada,CSD,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1887796&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1887796&toggleLanguage=fr,JOP,POP,British Columbia,Colombie-Britannique,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,253,134,119, ,142,83,10,18,24,229,145,*,187
335,2023-2024,1888720,CAJ22J-020972-000070,22-CAJ-EA-1132,22NOV2022,01DEC2022,18SEP2023,8,291,0,1,Judicial Assistant (Legal),Adjoint(e) judiciaire (juridique),AS03,1,0,1,0,0,1,1, , , , ,1,1, , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,1,Ottawa,Ottawa,Courts Administration Service,Service administratif des tribunaux judiciaires,CAJ,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1888720&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1888720&toggleLanguage=fr,JOP,POP,Ontario,Ontario,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,270,169,101, ,185,93,*,21,57,213,199,*,225
336,2023-2024,1888758,BAL22J-098001-000005,22-BAL-IA-2005,22NOV2022,24NOV2022,31MAY2023,1,188,1,0,IT At-Level Inventory,IT Répertoire de postes de même niveau,"IT01,IT02,IT03,IT04",4,0, ,0,0,1,1, , , , , , ,1,1,1, ,1,0,24,20,4, , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,0,NA,S. O.,Library and Archives Canada,Bibliotheque et Archives Canada,BAL,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1888758&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1888758&toggleLanguage=fr,INT,INT,NA,S. O.,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,503,471,32, ,146,219,15,39,166,337,444,*,318
337,2023-2024,1888834,CSD22J-051897-000120,2022-CSD-EA-NHQ-0179758,22NOV2022,22DEC2022,22DEC2023,29,365,0,1,"Various Positions,IM/IT Manager",Divers postes de Gestionnaire en GI/TI,IT04,1,0,1,0,0,1,1, , , , ,1,1, , , , ,1,0,0,0,0, , , ,Atlantic,Atlantique,Inventory Advertisement,Affiche de repertoire,0,NA,S. O.,Employment and Social Development Canada,Emploi et Developpement social Canada,CSD,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1888834&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1888834&toggleLanguage=fr,JOP,POP,NA,S. O.,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,120,96,24, ,25,38,*,9,49,71,91,*,59
338,2023-2024,1888936,MOT22J-023814-000189,22-MOT-EA-HRS-13101,23NOV2022,12DEC2022,12DEC2023,18,365,0,1,Aircraft Maintenance Engineer - Fixed Wing / Rotary Wing,Technicien dentretien daéronefs Voilure fixe /Voilure tournant,EG06,1,0,1,1,1,1,1, , , , ,1,1, , , , ,1,8,0,0,0, , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,14,MULTIPLE,MULTIPLE,Transport Canada,Transports Canada,MOT,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1888936&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1888936&toggleLanguage=fr,JOP,POP,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,1,1,60,44,16, ,*,11,*,*,9,51,46,*,16
339,2023-2024,1889392,SHC22J-089595-000003,22-NHW-CSB-IA-NCR-348038,23NOV2022,23NOV2022,31MAR2023,0,128,1,0,Director,Directeur(rice),AS07,1,0, ,0,0,1,1, , , , ,1,1,1,1,1, ,1,6,0,0, , , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,6,MULTIPLE,MULTIPLE,Health Canada,Sante Canada,SHC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1889392&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1889392&toggleLanguage=fr,INT,INT,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,*,*,*, ,*,*,*,*,*,*,*,*,*
340,2023-2024,1889409,DND22J-022510-000179,22-DND-EA-NAST-497877,23NOV2022,04JAN2023,04JUN2023,41,151,0,1,Inventory for Various Labourer Positions at DND  Apply Today!,Répertoire des divers postes de manoeuvre au MDN  Postulez dès aujourdhui!,"GLELE01,GLELE02,GLELE03,GLELE04",4,0,1,1,1,1, , , , , ,1,1, , , , ,1,7,0,0, , , , ,Atlantic,Atlantique,Inventory Advertisement,Affiche de repertoire,18,MULTIPLE,MULTIPLE,National Defence,Defense nationale,DND,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1889409&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1889409&toggleLanguage=fr,JOP,POP,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,204,204,*, ,37,38,9,12,42,162,149,*,77
341,2023-2024,1889769,MOT22J-022430-000461,22-MOT-EA-HRS-25200,24NOV2022,16DEC2022,29DEC2023,21,378,0,1,Compensation Advisor Trainee (Inventory),Stagiaire - Conseiller(ère) en rémunération (Répertoire),AS01,1,0,1,0,0,1,1, , , , ,1,1, , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,1,Ottawa,Ottawa,Transport Canada,Transports Canada,MOT,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1889769&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1889769&toggleLanguage=fr,JOP,POP,Ontario,Ontario,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,238,223,15, ,141,87,*,33,32,206,193,*,186
342,2023-2024,1890201,RCM22J-017020-000371,22-RCM-EA-K-EDM-INFORMATIC-112089A,24NOV2022,24NOV2022,24MAY2023,0,181,0,1,Computer Support Technician,Technicien/technicienne en soutien informatique,IT02,1,0,1,0,0,1,1, , , , ,1,1, , , , ,1,1,0,0,0, , , ,Alberta and Northwest Territories,Alberta et Territoires du Nord-Ouest,Inventory Advertisement,Affiche de repertoire,3,MULTIPLE,MULTIPLE,Royal Canadian Mounted Police,Gendarmerie royale du Canada,RCM,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1890201&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1890201&toggleLanguage=fr,JOP,POP,Alberta,Alberta,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,285,184,101, ,34,108,*,*,30,255,130,*,129
343,2023-2024,1890670,CSD22J-045096-000447,2022-CSD-EA-NHQ-0166512,25NOV2022,09DEC2022,31MAR2024,13,478,0,1,Senior Advisor (IM/IT Application Development),Conseiller principal / Conseillère principale (Développement des applications GI/TI),IT04,1,0,1,1,1,1,1, , , , ,1,1, , , , ,1,0,0,0, , , , ,Atlantic,Atlantique,Inventory Advertisement,Affiche de repertoire,0,NA,S. O.,Employment and Social Development Canada,Emploi et Developpement social Canada,CSD,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1890670&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1890670&toggleLanguage=fr,JOP,POP,NA,S. O.,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,1,1,83,83,*, ,17,45,*,*,9,74,57,*,55
344,2023-2024,1891041,CAJ22J-049396-000030,22-CAJ-IA-1141,25NOV2022,27MAR2023,11APR2023,121,15,1,0,Senior Protective Services Officer,Agent(e) principal(e) des services de protection,GSPRC07,1,0, ,0,0,1,1,1, , , ,1,1,1,1,1, ,0,1,0,0,0,1, ,1,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Ottawa,Ottawa,Courts Administration Service,Service administratif des tribunaux judiciaires,CAJ,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1891041&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1891041&toggleLanguage=fr,INT,INT,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,*,*,*, ,*,*,*,*,*,*,*,*,*
345,2023-2024,1891104,DFO22J-042595-000130,22-DFO-CEN-CCG-IA-562802,25NOV2022,13DEC2022,13DEC2023,17,365,1,0,INVENTORY - Various Administrative Officer and Administrative Team Leader positions,RÉPERTOIRE - Postes variés d'officier administratif et Chef d'équipe en administration,AS03,1,0, ,1,1,1,1, , , , ,1,1, , , , ,1,2,1,0,1, , , ,Quebec,Québec,Inventory Advertisement,Affiche de repertoire,2,MULTIPLE,MULTIPLE,Fisheries and Oceans Canada,Peches et Oceans Canada,DFO,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1891104&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1891104&toggleLanguage=fr,INT,INT,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,1,1,28,23,5, ,24,8,*,*,17,11,27,*,26
346,2023-2024,1891244,MOT22J-086895-000066,23-MOT-EA-HRS-04734,25NOV2022,02MAY2023,01MAY2025,157,730,0,1,Aircraft Maintenance Engineer - INVENTORY,Technicien d'entretien d'aéronef - Répertoire,EG06,1,0,1,1,1,1,1, , , , ,1, , , , , ,0,1,0,0, , , , ,British Columbia and Yukon,Colombie-Britannique et Yukon,Inventory Advertisement,Affiche de repertoire,1,Prince Rupert,Prince Rupert,Transport Canada,Transports Canada,MOT,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1891244&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1891244&toggleLanguage=fr,JOP,POP,British Columbia,Colombie-Britannique,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,1,1,*,*,*, ,*,*,*,*,*,*,*,*,*
347,2023-2024,1891263,PEN22J-009937-000065,2022-PEN-EA-ONT-176911A,28NOV2022,28NOV2022,14APR2023,0,137,0,1,Inventory - Indigenous Liaison Officer & Indigenous Community Liaison Officer,Un répertoire -Agent(e) de liaison autochtone et Agent(e) de liaison autochtone dans la collectivité,WP03,1,0,1,0,0,1,1,1, , , ,1,1, , , , ,1,1,0,0, , , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,9,MULTIPLE,MULTIPLE,Correctional Service Canada,Service correctionnel Canada,PEN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1891263&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1891263&toggleLanguage=fr,JOP,POP,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,1,0,0,0,0,*,*,*, ,*,*,*,*,*,*,*,*,*
348,2023-2024,1891362,PEN22J-052697-000033,2022-PEN-EA-ATL-177810,28NOV2022,21DEC2022,26NOV2023,22,340,0,1,Maintenance Manager,Gestionnaire en entretien,GLCOI13,1,0,1,0,0,1,1, , , , ,1,1, , , , ,1,2,0,0,0, , , ,Atlantic,Atlantique,Inventory Advertisement,Affiche de repertoire,3,MULTIPLE,MULTIPLE,Correctional Service Canada,Service correctionnel Canada,PEN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1891362&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1891362&toggleLanguage=fr,JOP,POP,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,21,16,5, ,*,*,*,*,7,14,14,*,5
349,2023-2024,1892582,PEN22J-018160-000440,2022-PEN-EA-ONT-177848,29NOV2022,03FEB2023,14JUN2023,65,131,0,1,Clinical Social Worker,Travailleur social/travailleuse sociale clinique,SWSCW02,1,0,1,0,0,1,1, , , , ,1,1, , , , ,1,1,0,0,0, , , ,British Columbia and Yukon,Colombie-Britannique et Yukon,Inventory Advertisement,Affiche de repertoire,4,MULTIPLE,MULTIPLE,Correctional Service Canada,Service correctionnel Canada,PEN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1892582&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1892582&toggleLanguage=fr,JOP,POP,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,81,48,33, ,52,26,*,10,6,75,54,*,66
350,2023-2024,1892593,PEN22J-018160-000441,2022-PEN-EA-ONT-177847,29NOV2022,30DEC2022,14JUN2023,30,166,0,1,Occupational Therapist,Ergothérapeute,OP02,1,0,1,0,0,1,1, , , , ,1,1, , , , ,1,1,0,0,0, , , ,British Columbia and Yukon,Colombie-Britannique et Yukon,Inventory Advertisement,Affiche de repertoire,4,MULTIPLE,MULTIPLE,Correctional Service Canada,Service correctionnel Canada,PEN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1892593&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1892593&toggleLanguage=fr,JOP,POP,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,17,11,6, ,13,*,*,*,*,*,12,*,15
351,2023-2024,1892712,DFO22J-011317-003012,22-DFO-ACCG-EA-CCG-563285,29NOV2022,01DEC2022,30NOV2024,1,730,0,1,Electrical Officer,Officier électricien,SOMAO05,1,0,1,0,0,1,1, , , , ,1,1, , , , ,1,2,0,0,0, , , ,Atlantic,Atlantique,Inventory Advertisement,Affiche de repertoire,2,MULTIPLE,MULTIPLE,Fisheries and Oceans Canada,Peches et Oceans Canada,DFO,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1892712&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1892712&toggleLanguage=fr,JOP,POP,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,19,16,*, ,*,*,*,*,*,*,7,*,7
352,2023-2024,1892802,RCM22J-084203-000057,22-RCM-IA-N-N-NCR-CMC-113608,29NOV2022,08DEC2022,07DEC2024,8,730,1,0,Functional Analyst - Inventory,Analyste fonctionnel/Analyste fonctionnelle - Répertoire,AS04,1,0, ,0,0,1,1, , , , ,1, , ,1,1, ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,1,Ottawa,Ottawa,Royal Canadian Mounted Police,Gendarmerie royale du Canada,RCM,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1892802&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1892802&toggleLanguage=fr,INT,INT,Ontario,Ontario,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,20,16,*, ,13,5,*,*,5,15,20,*,15
353,2023-2024,1894330,DIS22J-097997-000002,22-DIS-AB-EA-564020,01DEC2022,08DEC2022,02JUN2023,6,176,0,1,Registered Nurses - Community Health & Float,Infirmières et infirmiers autorisés  Santé communautaire et équipe volante,NUCHN03,1,0,1,0,0,1, , , , , ,1, , , , , ,1,0,0,0, , , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,0,NA,S. O.,Indigenous Services Canada,Services aux Autochtones Canada,DIS,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1894330&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1894330&toggleLanguage=fr,JOP,POP,NA,S. O.,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,24,24,*, ,15,7,*,*,5,19,15,*,18
354,2023-2024,1894938,RCM22J-023720-000075,22-RCM-EA-N-N-NCR-FP-113444,02DEC2022,08DEC2022,01SEP2023,5,267,0,1,Student Bridging Inventory (various positions),Répertoire dintégration des étudiants (divers postes),"AS01,AS02,AS03,AS04,AU03,EC02,EC03,EC04,IT02",9,0,1,0,0,1,1, , , , ,1,1, , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,1,Ottawa,Ottawa,Royal Canadian Mounted Police,Gendarmerie royale du Canada,RCM,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1894938&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1894938&toggleLanguage=fr,JOP,POP,Ontario,Ontario,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,564,324,240, ,285,253,13,71,154,410,453,*,419
355,2023-2024,1896016,RCM22J-067696-000056,22-RCM-EA-X-H-DART-OCC-113465,05DEC2022,20DEC2022,31DEC2023,14,376,0,1,RCMP IS HIRING 9-1-1 Police Dispatchers (Telecommunications Operator Trainee) INVENTORY,LA GRC EMBAUCHE Répartiteur de police 9-1-1 Opérateur des Télécommunications Stagiaire RÉPERTOIRE,POTCO01,1,0,1,0,0,1,1, , , , , ,1, , , , ,0,1,0,0,0, , , ,Atlantic,Atlantique,Inventory Advertisement,Affiche de repertoire,1,Dartmouth,Dartmouth,Royal Canadian Mounted Police,Gendarmerie royale du Canada,RCM,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1896016&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1896016&toggleLanguage=fr,JOP,POP,Nova Scotia,Nouvelle-Écosse,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,301,283,18, ,170,62,14,27,11,290,221,*,212
356,2023-2024,1896520,RCM22J-023600-000255,22-RCM-EA-N-N-N-DGHQ/CDR-113351,06DEC2022,11DEC2022,11JUN2023,4,182,0,1,"Staffing Advisor, Developmental Program- AMENDMENT TO THE EDUCATION REQUIREMENT","Conseiller(ière) en dotation, Programme de développement -MODIFICATION DE L'EXIGENCE D'ÉDUCATION",PE01,1,0,1,0,0,1,1, , , , ,1, , , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,1,Ottawa,Ottawa,Royal Canadian Mounted Police,Gendarmerie royale du Canada,RCM,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1896520&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1896520&toggleLanguage=fr,JOP,POP,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,127,113,14, ,95,47,5,14,56,71,114,*,111
357,2023-2024,1896806,ATN22J-015644-001453,22-ATN-DA-EA-ML-550,06DEC2022,12DEC2022,04MAY2023,5,143,0,1,Analyst / Senior Analyst *AMENDEMENT CLOSING DATE*,Analyste / Analyste principal(e) *MODIFICATION À LA DATE DE FERMETURE*,"CO01,CO02",2,0,1,0,0,1,1, , ,1, ,1,1, , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,1,Gatineau,Gatineau,Canadian Transportation Agency,Office des transports du Canada,ATN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1896806&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1896806&toggleLanguage=fr,JOP,POP,Quebec,Québec,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,41,23,18, ,16,24,*,6,16,25,30,*,31
358,2023-2024,1897504,DFO22J-023629-000210,22-DFO-CEN-EA-564394,07DEC2022,21DEC2022,30JUN2023,13,191,0,1,Marine Electronics Development Trainee,Technologue stagiaire de lélectronique de la marine,EL02,1,0,1,0,0,1,1, , , , ,1, , , , , ,1,1,0,0,0, , , ,Ontario,Ontario,Inventory Advertisement,Affiche de repertoire,4,MULTIPLE,MULTIPLE,Fisheries and Oceans Canada,Peches et Oceans Canada,DFO,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1897504&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1897504&toggleLanguage=fr,JOP,POP,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,65,58,7, ,10,16,*,5,*,*,37,*,25
